cluster,condition,autoimmune_or,autoimmune_fdr,cluster_size,in_cluster_in_disease,intersecting_genes
96,Rest,0.780388969259458,1.0,100,16.0,"['PCMTD1', 'BHLHE40', 'PTGER4', 'SEH1L', 'TNFAIP3', 'YPEL3', 'SYTL2', 'SESN1', 'CD2', 'AMD1', 'CLEC2D', 'UQCC2', 'GRAMD1B', 'ZMAT3', 'TP53INP1', 'MIF']"
93,Rest,0.6866509613144901,1.0,21,3.0,"['IKZF4', 'CCR2', 'OSBPL9']"
94,Rest,1.1713305428953682,1.0,100,22.0,"['ITGAM', 'STK17B', 'CD40LG', 'CASP8', 'CEP128', 'SPNS3', 'DOCK9', 'SLC12A7', 'SLA', 'PHGDH', 'CX3CR1', 'CTSW', 'TP53INP1', 'GPR65', 'PPM1G', 'C12orf75', 'PSAT1', 'ZFP36L2', 'VEGFB', 'KLF6', 'CCR5', 'TSHR']"
100,Rest,0.6639733501139057,1.0,100,14.0,"['GRINA', 'PCMTD1', 'PTTG1', 'BHLHE40', 'ANXA2', 'GFI1', 'SESN1', 'MKI67', 'SERTAD2', 'AMD1', 'ITPKB', 'KIF11', 'BIRC5', 'ZMAT3']"
97,Rest,1.0329305553290773,1.0,50,10.0,"['ARL4C', 'PHF19', 'MIER1', 'CDKN1A', 'CASP8', 'SP110', 'AEN', 'ZMAT3', 'KIAA1671', 'NBL1']"
99,Rest,0.9034079290620468,1.0,100,18.0,"['PCMTD1', 'BHLHE40', 'YPEL3', 'TRIM22', 'SLC43A3', 'C12orf75', 'IFITM2', 'RRM1', 'TNFSF8', 'GINS2', 'CASP8', 'ACAP1', 'FEN1', 'ADA2', 'SATB1', 'ZMAT3', 'LNPEP', 'PCSK5']"
76,Rest,0.8410425730123802,1.0,100,17.0,"['TNFRSF11A', 'VMP1', 'LAT2', 'NEDD9', 'RNF19A', 'FAS', 'ZC2HC1A', 'HCFC1', 'MAN2A1', 'HNRNPAB', 'CASP8', 'TNFRSF14', 'CD80', 'DOT1L', 'DUSP5', 'SMC4', 'CXCR4']"
68,Rest,0.6639733501139057,1.0,100,14.0,"['PTTG1', 'SPNS3', 'CD44', 'ANXA3', 'PSAT1', 'SLC7A1', 'VLDLR', 'LMNA', 'PHGDH', 'CCR5', 'CSK', 'HDGF', 'FADS2', 'VEGFA']"
88,Rest,0.7213854819268483,1.0,100,15.0,"['PCMTD1', 'YPEL3', 'TRIM22', 'RRM1', 'TNFSF8', 'GINS2', 'CASP8', 'CD3E', 'NLRC5', 'ACAP1', 'FEN1', 'TP53INP1', 'ADA2', 'RASA3', 'ZMAT3']"
85,Rest,0.6502393527035905,1.0,22,3.0,"['ABHD4', 'RHBDF2', 'MIF']"
