gene,gene_id,condition,donor_correlation_mean,donor_correlation_min
METTL23,ENSG00000181038,Stim48hr,0.7792214033354569,0.6438826805518489
METTL3,ENSG00000165819,Stim48hr,-0.3525123437547504,-0.4134832690258012
MFHAS1,ENSG00000147324,Stim48hr,-0.0788258595351376,-0.2358280616456507
MFSD4B,ENSG00000173214,Stim48hr,0.7697766713899453,0.6717980973845915
MFSD6,ENSG00000151690,Stim48hr,0.3821829870894015,0.2558726229809696
MGA,ENSG00000174197,Stim48hr,0.6914916137347534,0.5599877928469479
MIA2,ENSG00000150527,Stim48hr,0.6328756786261861,0.6225044917182271
MIGA2,ENSG00000148343,Stim48hr,0.9155609691917102,0.7687452888348255
MINOS1,ENSG00000173436,Stim48hr,0.4648017770784812,0.4442402075368954
MIOS,ENSG00000164654,Stim48hr,0.4129439186346689,0.3594213784080106
MIPEP,ENSG00000027001,Stim48hr,0.6453015432200847,0.626101348996296
MITD1,ENSG00000158411,Stim48hr,0.3281410319592788,0.2259989626943947
MKRN2,ENSG00000075975,Stim48hr,0.5834531843199605,0.2550509160377059
MLKL,ENSG00000168404,Stim48hr,-0.0849565210374607,-0.1449521726986816
MLST8,ENSG00000167965,Stim48hr,0.4728563777814695,0.3948609995617186
MLYCD,ENSG00000103150,Stim48hr,0.4884772478216275,0.3286627806128177
MMAB,ENSG00000139428,Stim48hr,0.2057247862027189,0.1496693611010275
MMGT1,ENSG00000169446,Stim48hr,0.4851962488943127,0.4323311650379635
MOCS3,ENSG00000124217,Stim48hr,0.3364030142738541,-0.051762645700025
MORC2,ENSG00000133422,Stim48hr,0.0593541034422444,-0.1927651673456639
MORF4L1,ENSG00000185787,Stim48hr,0.7289488868103066,0.5068419298702641
MOSPD2,ENSG00000130150,Stim48hr,0.2260847938004865,0.1040950477819847
MOV10,ENSG00000155363,Stim48hr,0.1173607017785248,0.0496392483740026
MPG,ENSG00000103152,Stim48hr,0.5271946437286942,0.3644833210842228
MPI,ENSG00000178802,Stim48hr,0.4747433922048571,0.42017948805118
MPP2,ENSG00000108852,Stim48hr,0.475480877379454,0.1248015509569772
MPP5,ENSG00000072415,Stim48hr,0.3383741678410872,-0.1261313842952331
MRC2,ENSG00000011028,Stim48hr,0.5642588681716885,0.3405030924026621
MRM2,ENSG00000122687,Stim48hr,0.9154024828454832,0.7939668674937383
MRPL11,ENSG00000174547,Stim48hr,0.5631852722839542,0.5169249961391327
MRPL16,ENSG00000166902,Stim48hr,0.6360642353108594,0.5312356219578632
MRPL17,ENSG00000158042,Stim48hr,0.4727714052452454,0.3406950497259254
MRPL18,ENSG00000112110,Stim48hr,0.541204647217676,0.5156542521419021
MRPL19,ENSG00000115364,Stim48hr,0.1815038353174235,0.043844613835068
MRPL2,ENSG00000112651,Stim48hr,0.5984310583295676,0.4498012855536325
MRPL21,ENSG00000197345,Stim48hr,0.4879428347354269,0.4110426478042612
MRPL3,ENSG00000114686,Stim48hr,0.3514170398915769,0.2083600645977902
MRPL32,ENSG00000106591,Stim48hr,0.6530742158012531,0.6322505233135032
MRPL33,ENSG00000243147,Stim48hr,0.5526093306411524,0.5404704306830221
MRPL34,ENSG00000130312,Stim48hr,0.4756616559803222,0.4583888573891555
MRPL37,ENSG00000116221,Stim48hr,0.5162842214033807,0.3918899531755419
MRPL39,ENSG00000154719,Stim48hr,0.6001210845341755,0.3668787579090343
MRPL42,ENSG00000198015,Stim48hr,0.6025035125753843,0.5810524885271429
MRPL43,ENSG00000055950,Stim48hr,0.3566538993279604,0.2698561854795481
MRPL45,ENSG00000278845,Stim48hr,0.609407846458479,0.5503826664352376
MRPL46,ENSG00000259494,Stim48hr,0.5244029706818515,0.4735345426498704
MRPL49,ENSG00000149792,Stim48hr,0.4665830136023389,0.3619276349946597
MRPL50,ENSG00000136897,Stim48hr,0.3519450200257104,0.2820812182534576
MRPL52,ENSG00000172590,Stim48hr,0.4983738831991542,0.3202762839361843
MRPL53,ENSG00000204822,Stim48hr,0.432243079222131,0.3551847611015547
MRPL54,ENSG00000183617,Stim48hr,0.3202980472454199,0.2079184803708631
MRPL55,ENSG00000162910,Stim48hr,0.1090807380574989,-0.0023419457106306
MRPL58,ENSG00000167862,Stim48hr,0.4537635464182869,0.3241024523331695
MRPL9,ENSG00000143436,Stim48hr,0.5003995946036528,0.3488591911059771
MRPS10,ENSG00000048544,Stim48hr,0.2186344052621667,-0.0629471063400239
MRPS11,ENSG00000181991,Stim48hr,0.5482118722315482,0.4706078682671141
MRPS12,ENSG00000128626,Stim48hr,0.4902665083123108,0.4603922421690572
MRPS14,ENSG00000120333,Stim48hr,0.1336058699473045,0.0924230583165191
MRPS15,ENSG00000116898,Stim48hr,0.5420922825319583,0.4926103527561192
MRPS16,ENSG00000182180,Stim48hr,0.5613784798094857,0.5521186839647504
MRPS17,ENSG00000239789,Stim48hr,0.473674739815308,0.4398452381058965
MRPS18B,ENSG00000204568,Stim48hr,0.4302214201074322,0.2980475553008115
MRPS18C,ENSG00000163319,Stim48hr,0.6586890343516233,0.6009114874379134
MRPS2,ENSG00000122140,Stim48hr,0.1402071217781606,0.1159017257093053
MRPS21,ENSG00000266472,Stim48hr,0.4658287897294073,0.3429910386589951
MRPS22,ENSG00000175110,Stim48hr,0.2798873432281231,-0.0477410912797532
MRPS23,ENSG00000181610,Stim48hr,0.4079830544830714,0.3581214443504777
MRPS24,ENSG00000062582,Stim48hr,0.5286846043356873,0.4906586241609056
MRPS25,ENSG00000131368,Stim48hr,0.4868850420444304,0.4463198804016908
MRPS26,ENSG00000125901,Stim48hr,0.4790232181918165,0.3575786088607298
MRPS27,ENSG00000113048,Stim48hr,0.2828658292833696,0.2049633515171375
MRPS31,ENSG00000102738,Stim48hr,0.3391306440732823,0.1424162210050654
MRPS34,ENSG00000074071,Stim48hr,0.3464609921306305,0.1902466991295065
MRPS35,ENSG00000061794,Stim48hr,0.5541375388560466,0.5295728113595723
MRPS36,ENSG00000134056,Stim48hr,0.6397772244496192,0.6044666911188407
MRPS5,ENSG00000144029,Stim48hr,0.6299680729326681,0.5711881507203455
MRPS7,ENSG00000125445,Stim48hr,0.5972170491361116,0.5230328271184929
MRPS9,ENSG00000135972,Stim48hr,0.5085601459895696,0.4178800129646477
MRRF,ENSG00000148187,Stim48hr,0.5284849360333397,0.4059782323717129
MSL2,ENSG00000174579,Stim48hr,0.5065765628470628,0.3693579188086037
MTA2,ENSG00000149480,Stim48hr,0.565835273294177,0.5477295124366433
MTA3,ENSG00000057935,Stim48hr,0.3445540514172636,0.0157126604561586
MTCH2,ENSG00000109919,Stim48hr,0.5033078191661811,0.4672499484960826
MTERF2,ENSG00000120832,Stim48hr,0.2232913109520462,0.1048899013105021
MTERF3,ENSG00000156469,Stim48hr,0.5000325387698722,0.4405224754519231
MTF2,ENSG00000143033,Stim48hr,0.8710696092765574,0.8231484253316673
MTG1,ENSG00000148824,Stim48hr,0.6021547432832436,0.5910551878582228
MTHFD1L,ENSG00000120254,Stim48hr,0.5395466333716076,0.4860673373061787
MTHFD2,ENSG00000065911,Stim48hr,0.4677794358721457,0.4352463830957673
MTIF2,ENSG00000085760,Stim48hr,0.524781255359023,0.2583865619020155
MTMR10,ENSG00000166912,Stim48hr,0.553441753654524,0.5181918142207467
MTPAP,ENSG00000107951,Stim48hr,0.413106115299257,0.3349919490634804
MTRR,ENSG00000124275,Stim48hr,0.7060664297199938,0.5937103386324214
MTX1,ENSG00000173171,Stim48hr,-0.1580286582730244,-0.334100554923586
MTX2,ENSG00000128654,Stim48hr,0.3403097076974696,0.2843000403213081
MUM1,ENSG00000137265,Stim48hr,0.7346500806395264,0.4659319514211857
MVB12B,ENSG00000196814,Stim48hr,-0.0863480768954344,-0.1111023779591987
MXI1,ENSG00000119950,Stim48hr,0.4679781526467145,0.1939576118578622
MYB,ENSG00000118513,Stim48hr,0.5357700095130379,0.4530394337035072
MYC,ENSG00000136997,Stim48hr,0.2449607250823389,0.0125208792807585
MYH14,ENSG00000105357,Stim48hr,0.1179576312420103,0.0724711013932128
MYL5,ENSG00000215375,Stim48hr,0.1246284626947445,0.0522951295645419
MYO9A,ENSG00000066933,Stim48hr,0.2321011590420028,-0.0143814678461373
N6AMT1,ENSG00000156239,Stim48hr,0.6393434229897516,0.5263360290681398
NAA30,ENSG00000139977,Stim48hr,0.3545582878369521,0.3122584397422165
NAA40,ENSG00000110583,Stim48hr,0.3771603221999068,0.2755773962538677
NADK2,ENSG00000152620,Stim48hr,0.3813380593179116,0.1443331387559823
NAF1,ENSG00000145414,Stim48hr,0.3302983207132724,0.2263788663886243
NARS2,ENSG00000137513,Stim48hr,0.3344737007405554,0.1708085741067475
NATD1,ENSG00000274180,Stim48hr,0.2423145834715305,0.0513938130030225
NCAPD3,ENSG00000151503,Stim48hr,0.3826278451387233,0.1949212866841652
NCAPG2,ENSG00000146918,Stim48hr,0.4198373002189739,0.4117696851806768
NCBP3,ENSG00000074356,Stim48hr,0.1943105865615419,0.0653803350043165
NCDN,ENSG00000020129,Stim48hr,0.1639597741569712,0.0779923247736653
NCKAP1L,ENSG00000123338,Stim48hr,0.6847845860038744,0.5588084465274465
NCOR1,ENSG00000141027,Stim48hr,0.652369038704143,0.6236877038405902
NDEL1,ENSG00000166579,Stim48hr,0.3621131810472887,0.3387403370620754
NDFIP2,ENSG00000102471,Stim48hr,0.7167048928432359,0.6492429079559503
NDUFA3,ENSG00000170906,Stim48hr,0.2441694916197593,0.1976133572190625
NDUFA5,ENSG00000128609,Stim48hr,0.2221553550031738,0.1564298639640898
NDUFA6,ENSG00000184983,Stim48hr,0.6059229152143749,0.4275251158939636
NDUFA8,ENSG00000119421,Stim48hr,0.5898796048436213,0.5859054558240075
NDUFA9,ENSG00000139180,Stim48hr,0.4542936962206807,0.3549171545038587
NDUFAF3,ENSG00000178057,Stim48hr,0.621930684582204,0.5923792584173907
NDUFAF6,ENSG00000156170,Stim48hr,0.7019679855077562,0.2825526363203278
NDUFB10,ENSG00000140990,Stim48hr,0.0161912969147392,-0.2618426836675846
NDUFB11,ENSG00000147123,Stim48hr,0.5667960819986749,0.5151862963211407
NDUFB2,ENSG00000090266,Stim48hr,0.4150756691633659,0.2798690047935172
NDUFB4,ENSG00000065518,Stim48hr,0.5781016011940401,0.5143820646104545
NDUFB6,ENSG00000165264,Stim48hr,0.5663591169705603,0.5093835999173443
NDUFB7,ENSG00000099795,Stim48hr,0.3831699528182555,0.29105149160311
NDUFB9,ENSG00000147684,Stim48hr,0.640831180892529,0.2015445384458676
NDUFC1,ENSG00000109390,Stim48hr,0.4464617801911948,0.4029249021510302
NDUFS2,ENSG00000158864,Stim48hr,0.1827238330593115,-0.0107518220003263
NDUFS5,ENSG00000168653,Stim48hr,0.3694517525642094,0.3103956025026076
NDUFS7,ENSG00000115286,Stim48hr,0.1819970953017221,0.1548826726947466
NDUFS8,ENSG00000110717,Stim48hr,0.5149740587384274,0.4996630278095499
NDUFV1,ENSG00000167792,Stim48hr,0.7059463116249195,0.3335636374745366
NEB,ENSG00000183091,Stim48hr,0.5046678876036194,0.1154222863750153
NEIL1,ENSG00000140398,Stim48hr,0.2281164304237666,0.1155201002234785
NEK3,ENSG00000136098,Stim48hr,0.3802887244959061,0.1023376022780172
NELFCD,ENSG00000101158,Stim48hr,0.0184243938006398,-0.1690259277102584
NEMF,ENSG00000165525,Stim48hr,0.4043582711352148,0.2480626059307028
NFE2L1,ENSG00000082641,Stim48hr,0.0950308468298665,0.0343587861346736
NFIC,ENSG00000141905,Stim48hr,-0.0018997472985933,-0.3422928266321242
NFIX,ENSG00000008441,Stim48hr,0.4355111349623204,0.3810853943985471
NFKB1,ENSG00000109320,Stim48hr,0.1782801560909726,0.0600504196832355
NFKB2,ENSG00000077150,Stim48hr,0.3837975482229288,0.2465788135339172
NFKBID,ENSG00000167604,Stim48hr,0.3313580718646416,0.2657369240728029
NFKBIL1,ENSG00000204498,Stim48hr,-0.0493058288412976,-0.1466981972320906
NFRKB,ENSG00000170322,Stim48hr,0.7221617549881034,0.6912190959604113
NFU1,ENSG00000169599,Stim48hr,0.5373432117918416,0.4932089397287316
NGLY1,ENSG00000151092,Stim48hr,0.4814745982932023,0.3742690479530031
NGRN,ENSG00000182768,Stim48hr,0.4164368124663487,0.3055466086885116
NHLRC2,ENSG00000196865,Stim48hr,0.6318546781533496,0.4513370177219623
NIPBL,ENSG00000164190,Stim48hr,0.3626654796267205,0.3182929455221104
NKAPD1,ENSG00000150776,Stim48hr,0.5714662208942961,0.4830730802054603
NKX2-2,ENSG00000125820,Stim48hr,0.2331163716076044,0.1708186153633053
NKX2-3,ENSG00000119919,Stim48hr,0.1237914347690452,0.0707665458187766
NLGN2,ENSG00000169992,Stim48hr,0.0353947507784772,-0.2458148849483425
NMT1,ENSG00000136448,Stim48hr,0.011255697852475,-0.3047938977787631
NOA1,ENSG00000084092,Stim48hr,0.5407593030676038,0.2897271333251504
NPAS2,ENSG00000170485,Stim48hr,0.1938874949237392,0.0866026512790811
NPC2,ENSG00000119655,Stim48hr,0.6223150871647705,0.5938825315320588
NR2C2,ENSG00000177463,Stim48hr,0.3737823299549146,0.3436924550456029
NR2C2AP,ENSG00000184162,Stim48hr,0.8272134722472284,0.6339399627553496
NR4A3,ENSG00000119508,Stim48hr,0.6137710087702845,0.5749916548732812
NRAS,ENSG00000213281,Stim48hr,-0.1038135230847095,-0.1494524082090686
NRBP1,ENSG00000115216,Stim48hr,0.2103533902058464,0.0929890440352366
NRG2,ENSG00000158458,Stim48hr,0.0715490476106132,-0.394717216634788
NSD1,ENSG00000165671,Stim48hr,0.6742606821765852,0.609365150500573
NSD2,ENSG00000109685,Stim48hr,0.1724790615933509,-0.033211935821156
NSUN2,ENSG00000037474,Stim48hr,0.5603685413948433,0.4092325023685529
NSUN4,ENSG00000117481,Stim48hr,0.5024493168281253,0.3849943672405532
NSUN6,ENSG00000241058,Stim48hr,0.3640109524981195,-0.0108619257892336
NTN5,ENSG00000142233,Stim48hr,0.4300755668111966,0.341597210971374
NUBPL,ENSG00000151413,Stim48hr,0.665478617538498,0.5812095473909222
NUDCD1,ENSG00000120526,Stim48hr,0.6684113268790508,0.6366086964156991
NUDT19,ENSG00000213965,Stim48hr,0.5123084691873968,0.3239336722845345
NUDT22,ENSG00000149761,Stim48hr,0.4825780242154456,0.4773865897769208
NUP188,ENSG00000095319,Stim48hr,0.4833454966154369,0.437083255546122
NUP35,ENSG00000163002,Stim48hr,0.8539829156483113,0.69840075337462
NUP37,ENSG00000075188,Stim48hr,0.558376938868632,0.4284533837577715
NUPL2,ENSG00000136243,Stim48hr,0.2848151761845856,0.0680710901276656
NUSAP1,ENSG00000137804,Stim48hr,-0.0252018619707878,-0.1293780065637408
NXT1,ENSG00000132661,Stim48hr,0.2395431621926857,0.116325070512261
OAZ3,ENSG00000143450,Stim48hr,0.5527688474009159,0.3500175534778679
ORAI1,ENSG00000276045,Stim48hr,0.1091690204736732,-0.1477303902518917
ORC6,ENSG00000091651,Stim48hr,0.1319778747103974,-0.0066474472795874
OSR1,ENSG00000143867,Stim48hr,0.6183951766105655,0.6183951766105655
OST4,ENSG00000228474,Stim48hr,0.1984229901530194,0.0564404166259498
OTUB1,ENSG00000167770,Stim48hr,0.4558018412021975,0.2733014505549017
OXA1L,ENSG00000155463,Stim48hr,0.5858177358514082,0.5352191711469236
P4HB,ENSG00000185624,Stim48hr,0.1566529928600186,-0.2466092185457085
PACS2,ENSG00000179364,Stim48hr,0.2533323488655093,0.1988626731884739
PAGR1,ENSG00000280789,Stim48hr,0.4253840353718115,0.1923970907403901
PAICS,ENSG00000128050,Stim48hr,0.3649336447565294,0.3166241488134677
PAIP1,ENSG00000172239,Stim48hr,-0.0792132402124213,-0.2168659423496188
PAK2,ENSG00000180370,Stim48hr,0.7652223515956337,0.6605033389207714
PAN2,ENSG00000135473,Stim48hr,0.8759495448005948,0.8028113487159093
PAN3,ENSG00000152520,Stim48hr,0.7540894495416134,0.698520214437651
PANK4,ENSG00000157881,Stim48hr,0.1957029351600851,-0.1590123921492779
PAPOLA,ENSG00000090060,Stim48hr,0.2157070727554085,-0.0337828682483366
PARK7,ENSG00000116288,Stim48hr,0.6023432892735846,0.4579034416558034
PARL,ENSG00000175193,Stim48hr,0.4899858945740041,0.3403807867416523
PARP14,ENSG00000173193,Stim48hr,-0.0385199616904641,-0.0881135689185629
PARP2,ENSG00000129484,Stim48hr,0.2084924041825146,0.1273134820594728
PARP3,ENSG00000041880,Stim48hr,0.3778323759666248,0.1850501145069856
PARS2,ENSG00000162396,Stim48hr,0.3945462636831054,0.3367873512011312
PAX7,ENSG00000009709,Stim48hr,0.375894042058356,0.2729646190646898
PAXIP1,ENSG00000157212,Stim48hr,0.6520601043847204,0.5994562442057446
PCBP1,ENSG00000169564,Stim48hr,0.3290028977771179,0.2217023208322616
PCBP2,ENSG00000197111,Stim48hr,0.125058905867551,0.0481111360519382
PCGF1,ENSG00000115289,Stim48hr,0.7885250800922837,0.7684206322683416
PCGF3,ENSG00000185619,Stim48hr,0.5400296567360777,0.3341631529836358
PCGF6,ENSG00000156374,Stim48hr,0.7247857301921471,0.7000842412133976
PCNX3,ENSG00000197136,Stim48hr,0.4681279245510518,-0.0099526552995524
PCYT2,ENSG00000185813,Stim48hr,0.4620234244871984,0.4463847602884569
PDCD10,ENSG00000114209,Stim48hr,0.5623644024730804,0.5275127705725325
PDCD2L,ENSG00000126249,Stim48hr,0.4388868020241654,0.0911370240243087
PDCD5,ENSG00000105185,Stim48hr,0.6306650689315324,0.5805981027299173
PDCL,ENSG00000136940,Stim48hr,0.5022931717673623,0.4938559448513435
PDE6D,ENSG00000156973,Stim48hr,0.2819189224303468,0.1017937860435095
PDHA1,ENSG00000131828,Stim48hr,0.2863409899245132,0.1955495604076792
PDHB,ENSG00000168291,Stim48hr,0.4986404777745141,0.3643194598716172
PDIA6,ENSG00000143870,Stim48hr,0.6805393395534033,0.6533437737511737
PDLIM2,ENSG00000120913,Stim48hr,0.1916207996816162,0.1648474912755567
PDPK1,ENSG00000140992,Stim48hr,0.5549534090688416,0.4988888360857392
PDS5B,ENSG00000083642,Stim48hr,0.5383413003773931,0.4190243319336358
PDSS1,ENSG00000148459,Stim48hr,0.422502775938006,0.1447462817046872
PDSS2,ENSG00000164494,Stim48hr,0.4491333281712806,0.4301867493105444
PELO,ENSG00000152684,Stim48hr,-0.2555542416968312,-0.7639232888436515
PET117,ENSG00000232838,Stim48hr,-0.450790345272523,-0.6512356588740109
PEX5,ENSG00000139197,Stim48hr,0.3309645441421061,0.0081965576171164
PEX6,ENSG00000124587,Stim48hr,-0.010161850947739,-0.086076699168132
PFDN4,ENSG00000101132,Stim48hr,0.3546554325493127,0.3126459982107444
PGAM1,ENSG00000171314,Stim48hr,0.5895471648751104,0.4392490053720833
PGAP2,ENSG00000148985,Stim48hr,0.4703048583884459,0.38242298084201
PGK1,ENSG00000102144,Stim48hr,0.4261148008836117,0.2557584423202779
PGP,ENSG00000184207,Stim48hr,0.6217557174424327,0.4874151914343569
PGS1,ENSG00000087157,Stim48hr,0.5840003923534519,0.4852613054272111
PHF12,ENSG00000109118,Stim48hr,0.4135187092130271,0.2701968156922394
PHF20,ENSG00000025293,Stim48hr,0.7566996220434868,0.6477238201006814
PHF23,ENSG00000040633,Stim48hr,0.4796471788657286,0.4290795708893374
PHF3,ENSG00000118482,Stim48hr,0.4158137600327127,0.2141556583351717
PHF6,ENSG00000156531,Stim48hr,0.756211107824647,0.5646138620634341
PHF8,ENSG00000172943,Stim48hr,0.558738812468753,0.478001334731447
PHIP,ENSG00000146247,Stim48hr,0.7467781281753144,0.6342916366628922
PIBF1,ENSG00000083535,Stim48hr,0.676818683002259,0.5578851037418282
PIGB,ENSG00000069943,Stim48hr,-0.1997279995754916,-0.2674020348524326
PIK3CD,ENSG00000171608,Stim48hr,0.6238724541735975,0.5176906742193284
PITRM1,ENSG00000107959,Stim48hr,0.4628637313998433,0.4005435481308663
PKM,ENSG00000067225,Stim48hr,0.4743707886169992,0.2020430770322739
PKN3,ENSG00000160447,Stim48hr,0.1835638408359108,0.025773569825537
PKNOX1,ENSG00000160199,Stim48hr,0.6799109595818997,0.5991737237846814
PLA2G12A,ENSG00000123739,Stim48hr,0.6092729336947839,0.5079690387115898
PLCG1,ENSG00000124181,Stim48hr,0.6281746117223518,0.5900206806049471
PLEC,ENSG00000178209,Stim48hr,0.4840084519234768,0.0677108187960945
PLEK2,ENSG00000100558,Stim48hr,0.5860491990069803,0.2765768137694416
PLEKHA5,ENSG00000052126,Stim48hr,-0.0617416637104836,-0.2778590293523613
PLEKHG1,ENSG00000120278,Stim48hr,0.0833538815728388,-0.0598282297747815
PMPCB,ENSG00000105819,Stim48hr,-0.0178486921025898,-0.0650496581190944
PMVK,ENSG00000163344,Stim48hr,0.6739181551185093,0.6128227516794487
PNPT1,ENSG00000138035,Stim48hr,0.3989332632794711,0.2814905931810599
POGZ,ENSG00000143442,Stim48hr,0.2700389434117961,0.1884322423843397
POLDIP2,ENSG00000004142,Stim48hr,0.6363155920161795,0.4970157238418372
POLDIP3,ENSG00000100227,Stim48hr,0.0129050586942429,-0.0066036371142891
POLE3,ENSG00000148229,Stim48hr,0.4252572026348402,0.2855293688516573
POLG,ENSG00000140521,Stim48hr,0.5885221078242177,0.5771538927698795
POLG2,ENSG00000256525,Stim48hr,0.465754011351112,0.3773466206497965
POLR2M,ENSG00000255529,Stim48hr,0.3849244714269599,0.3354604975487764
POLRMT,ENSG00000099821,Stim48hr,0.2975656835098271,0.011251582539777
PPAT,ENSG00000128059,Stim48hr,0.4519576156242346,0.4418068449932631
PPCDC,ENSG00000138621,Stim48hr,0.0142341939456226,-0.0807310645812674
PPCS,ENSG00000127125,Stim48hr,0.0495551451195862,-0.1122671659766376
PPDPF,ENSG00000125534,Stim48hr,-0.3004399741386105,-0.3726249634831527
PPHLN1,ENSG00000134283,Stim48hr,0.6303999462422688,0.4775676861855253
PPIH,ENSG00000171960,Stim48hr,0.4343381142550053,0.4087272448234874
PPIL1,ENSG00000137168,Stim48hr,0.3839203810269597,0.2736597840381473
PPM1D,ENSG00000170836,Stim48hr,0.546041952056934,0.3133554394192899
PPP1R11,ENSG00000204619,Stim48hr,0.4246481877030632,0.371597677369951
PPP1R13L,ENSG00000104881,Stim48hr,-0.0577875015247327,-0.8778408244181083
PPP1R14B,ENSG00000173457,Stim48hr,0.4158289978220747,0.3850020295716614
PPP1R15B,ENSG00000158615,Stim48hr,0.5731006025897251,0.3289093943315064
PPP1R2,ENSG00000184203,Stim48hr,0.4191193934988138,0.3076858552781601
PPP1R32,ENSG00000162148,Stim48hr,-0.0414856375370971,-0.6015339034280095
PPP1R7,ENSG00000115685,Stim48hr,0.3310534456329247,0.2113107195335668
PPP2R2A,ENSG00000221914,Stim48hr,0.0461409589761582,-0.1792902632700216
PPP2R3C,ENSG00000092020,Stim48hr,0.1642191834986651,-0.1751786165704999
PPP3R1,ENSG00000221823,Stim48hr,0.496387256962261,0.3923434607549657
PPP4C,ENSG00000149923,Stim48hr,0.2529412977969506,0.1349960793051951
PPP6C,ENSG00000119414,Stim48hr,0.3683298081650556,-0.0941447360069429
PPRC1,ENSG00000148840,Stim48hr,0.3051275607113516,-0.0490026555313163
PRCC,ENSG00000143294,Stim48hr,0.1841554836414343,0.0823180517088675
PRDM15,ENSG00000141956,Stim48hr,0.8062505408642315,0.6295436791950332
PRELID1,ENSG00000169230,Stim48hr,-0.0794426897828867,-0.3302967220684328
PRIMPOL,ENSG00000164306,Stim48hr,0.4719620783249962,0.3501999374868425
PRKAR1A,ENSG00000108946,Stim48hr,0.6645427989944657,0.5827678073902893
PRKAR1B,ENSG00000188191,Stim48hr,0.3307945120568752,0.2872165740923814
PRKCQ,ENSG00000065675,Stim48hr,0.3165960654445622,0.1909702496913645
PRKD2,ENSG00000105287,Stim48hr,0.7605675334722851,0.7133545130734118
PRKDC,ENSG00000253729,Stim48hr,0.4914890970261667,0.4399098448675644
PRKRA,ENSG00000180228,Stim48hr,0.6880759495698553,0.6695275166281182
PRMT9,ENSG00000164169,Stim48hr,0.5902072036775189,0.127979338173112
PRPF38B,ENSG00000134186,Stim48hr,0.1068019237393682,-0.0556500359671284
PRPF39,ENSG00000185246,Stim48hr,0.2933198610965338,0.0949283413482724
PRR12,ENSG00000126464,Stim48hr,0.7701867584470857,0.5296634982051973
PRRC2A,ENSG00000204469,Stim48hr,0.5486360250123005,0.5028955980596166
PRSS21,ENSG00000007038,Stim48hr,0.5458550630337563,0.324176208342639
PRTN3,ENSG00000196415,Stim48hr,0.2591365591923217,-0.4071032263939857
PSD,ENSG00000059915,Stim48hr,1.0,1.0
PSIP1,ENSG00000164985,Stim48hr,0.598666043709375,0.5076403268803523
PSMB9,ENSG00000240065,Stim48hr,0.0793968855418506,-0.0464559897538021
PSMC1,ENSG00000100764,Stim48hr,0.2923148420504071,0.1303763478059685
PSMF1,ENSG00000125818,Stim48hr,0.6989468001497702,0.5638495995409112
PSMG2,ENSG00000128789,Stim48hr,-0.3835518036603701,-0.4243064708460969
PTBP1,ENSG00000011304,Stim48hr,0.3964747513527121,0.3335300687304349
PTCD2,ENSG00000049883,Stim48hr,0.5683898689104169,0.5109566024180084
PTDSS1,ENSG00000156471,Stim48hr,0.5670539080703606,0.4914233744493573
PTDSS2,ENSG00000174915,Stim48hr,0.3077730453080813,0.2379746191974567
PTEN,ENSG00000171862,Stim48hr,0.5815179343017379,0.4668374931049558
PTMA,ENSG00000187514,Stim48hr,0.5067304430822221,0.4476567013393291
PTPA,ENSG00000119383,Stim48hr,0.4537188558246682,0.4093226798624432
PTPN1,ENSG00000196396,Stim48hr,-0.0805753683851543,-0.2057837403240435
PTPN11,ENSG00000179295,Stim48hr,0.4124571610826826,0.3658630535984759
PTPN2,ENSG00000175354,Stim48hr,0.4894462225932047,0.4640194421922495
PTPRC,ENSG00000081237,Stim48hr,0.6543320693892984,0.6185909926517404
PUDP,ENSG00000130021,Stim48hr,-0.0892253198973421,-0.3018947678647891
PUM1,ENSG00000134644,Stim48hr,0.3772322856815553,0.1228193483639356
PXMP4,ENSG00000101417,Stim48hr,-0.0439580095997493,-0.2352945141708126
PYGM,ENSG00000068976,Stim48hr,0.4787248027921487,0.2140755858061146
PYROXD1,ENSG00000121350,Stim48hr,0.4306456521413204,0.404480138824599
QRSL1,ENSG00000130348,Stim48hr,0.3870222171204724,0.1812439148101803
R3HCC1L,ENSG00000166024,Stim48hr,0.4877128527984672,0.4293580892336502
RAB11FIP1,ENSG00000156675,Stim48hr,-0.0144318724948525,-0.0253988424527056
RAB14,ENSG00000119396,Stim48hr,0.57044629648809,0.4321595157460484
RAB1A,ENSG00000138069,Stim48hr,0.2015695105159605,-0.1489786949572192
RAB21,ENSG00000080371,Stim48hr,0.5472044295111921,0.395526555386195
RAB22A,ENSG00000124209,Stim48hr,0.3910810444469967,0.0677921461056031
RAB27B,ENSG00000041353,Stim48hr,-0.0979186267850705,-0.3229025057847284
RAB2B,ENSG00000129472,Stim48hr,0.5913683393665248,0.5033371603417419
RABGEF1,ENSG00000154710,Stim48hr,0.4825796777981426,0.4627254501068964
RAC2,ENSG00000128340,Stim48hr,0.4843406276845637,0.4234288341911093
RAD21,ENSG00000164754,Stim48hr,0.3586700919628836,0.2227699477014325
RAD23A,ENSG00000179262,Stim48hr,0.5878738725034642,0.5064102905098357
RAD50,ENSG00000113522,Stim48hr,0.2072805330302708,0.1936806990292778
RAD51B,ENSG00000182185,Stim48hr,0.4058363589648785,0.2403774248572147
RAD51D,ENSG00000185379,Stim48hr,-0.0636843756142492,-0.2147036848158583
RAF1,ENSG00000132155,Stim48hr,0.4100489539681459,0.2405349353108968
