gene,condition,cluster,manual_annotation,best_described_by,condition_specificity
GCSH,Stim8hr,96,unknown,"Fanconi anaemia nuclear complex, and Fanconi anemia complementation group I",across_condition
PTMA,Stim8hr,96,unknown,"Fanconi anaemia nuclear complex, and Fanconi anemia complementation group I",across_condition
SIK3,Stim8hr,96,unknown,"Fanconi anaemia nuclear complex, and Fanconi anemia complementation group I",across_condition
COPS8,Stim8hr,96,unknown,"Fanconi anaemia nuclear complex, and Fanconi anemia complementation group I",across_condition
STYXL1,Stim8hr,96,unknown,"Fanconi anaemia nuclear complex, and Fanconi anemia complementation group I",across_condition
AIP,Stim8hr,96,unknown,"Fanconi anaemia nuclear complex, and Fanconi anemia complementation group I",across_condition
WNK1,Stim8hr,96,unknown,"Fanconi anaemia nuclear complex, and Fanconi anemia complementation group I",across_condition
ELOC,Stim8hr,96,unknown,"Fanconi anaemia nuclear complex, and Fanconi anemia complementation group I",across_condition
CIB2,Stim8hr,96,unknown,"Fanconi anaemia nuclear complex, and Fanconi anemia complementation group I",across_condition
RPE,Stim8hr,96,unknown,"Fanconi anaemia nuclear complex, and Fanconi anemia complementation group I",across_condition
CROT,Stim8hr,96,unknown,"Fanconi anaemia nuclear complex, and Fanconi anemia complementation group I",across_condition
PRKAR1A,Stim8hr,96,unknown,"Fanconi anaemia nuclear complex, and Fanconi anemia complementation group I",across_condition
REST,Stim8hr,96,unknown,"Fanconi anaemia nuclear complex, and Fanconi anemia complementation group I",across_condition
ATP1B3,Stim8hr,96,unknown,"Fanconi anaemia nuclear complex, and Fanconi anemia complementation group I",across_condition
MFN2,Stim8hr,96,unknown,"Fanconi anaemia nuclear complex, and Fanconi anemia complementation group I",across_condition
SOCS4,Stim8hr,96,unknown,"Fanconi anaemia nuclear complex, and Fanconi anemia complementation group I",across_condition
RNASEH2C,Stim8hr,96,unknown,"Fanconi anaemia nuclear complex, and Fanconi anemia complementation group I",across_condition
LIG4,Stim8hr,96,unknown,"Fanconi anaemia nuclear complex, and Fanconi anemia complementation group I",across_condition
UBE2N,Stim8hr,96,unknown,"Fanconi anaemia nuclear complex, and Fanconi anemia complementation group I",across_condition
PRUNE1,Stim8hr,96,unknown,"Fanconi anaemia nuclear complex, and Fanconi anemia complementation group I",across_condition
IRF8,Stim8hr,96,unknown,"Fanconi anaemia nuclear complex, and Fanconi anemia complementation group I",across_condition
EMC2,Stim8hr,96,unknown,"Fanconi anaemia nuclear complex, and Fanconi anemia complementation group I",across_condition
LIG1,Stim8hr,96,unknown,"Fanconi anaemia nuclear complex, and Fanconi anemia complementation group I",across_condition
NOP53,Stim8hr,96,unknown,"Fanconi anaemia nuclear complex, and Fanconi anemia complementation group I",across_condition
CUL3,Stim8hr,96,unknown,"Fanconi anaemia nuclear complex, and Fanconi anemia complementation group I",across_condition
BBS10,Stim8hr,96,unknown,"Fanconi anaemia nuclear complex, and Fanconi anemia complementation group I",across_condition
RPL29,Stim8hr,96,unknown,"Fanconi anaemia nuclear complex, and Fanconi anemia complementation group I",across_condition
USP10,Stim8hr,96,unknown,"Fanconi anaemia nuclear complex, and Fanconi anemia complementation group I",across_condition
DAXX,Stim8hr,96,unknown,"Fanconi anaemia nuclear complex, and Fanconi anemia complementation group I",across_condition
CCS,Stim8hr,96,unknown,"Fanconi anaemia nuclear complex, and Fanconi anemia complementation group I",across_condition
SLC25A1,Stim8hr,96,unknown,"Fanconi anaemia nuclear complex, and Fanconi anemia complementation group I",across_condition
RRM2B,Stim8hr,96,unknown,"Fanconi anaemia nuclear complex, and Fanconi anemia complementation group I",across_condition
USP7,Stim8hr,96,unknown,"Fanconi anaemia nuclear complex, and Fanconi anemia complementation group I",across_condition
ERCC4,Stim8hr,96,unknown,"Fanconi anaemia nuclear complex, and Fanconi anemia complementation group I",across_condition
SRM,Stim8hr,96,unknown,"Fanconi anaemia nuclear complex, and Fanconi anemia complementation group I",across_condition
TMEM123,Stim8hr,96,unknown,"Fanconi anaemia nuclear complex, and Fanconi anemia complementation group I",across_condition
ERCC1,Stim8hr,96,unknown,"Fanconi anaemia nuclear complex, and Fanconi anemia complementation group I",across_condition
KLF4,Stim8hr,96,unknown,"Fanconi anaemia nuclear complex, and Fanconi anemia complementation group I",across_condition
MYB,Stim8hr,96,unknown,"Fanconi anaemia nuclear complex, and Fanconi anemia complementation group I",across_condition
IPO9,Stim8hr,96,unknown,"Fanconi anaemia nuclear complex, and Fanconi anemia complementation group I",across_condition
CHTF18,Stim8hr,96,unknown,"Fanconi anaemia nuclear complex, and Fanconi anemia complementation group I",across_condition
IFNGR1,Stim8hr,96,unknown,"Fanconi anaemia nuclear complex, and Fanconi anemia complementation group I",across_condition
RNASEH2B,Stim8hr,96,unknown,"Fanconi anaemia nuclear complex, and Fanconi anemia complementation group I",across_condition
HEXIM1,Stim8hr,96,unknown,"Fanconi anaemia nuclear complex, and Fanconi anemia complementation group I",across_condition
GMEB2,Stim8hr,96,unknown,"Fanconi anaemia nuclear complex, and Fanconi anemia complementation group I",across_condition
UROS,Stim8hr,96,unknown,"Fanconi anaemia nuclear complex, and Fanconi anemia complementation group I",across_condition
RNF31,Stim8hr,96,unknown,"Fanconi anaemia nuclear complex, and Fanconi anemia complementation group I",across_condition
DLD,Stim8hr,96,unknown,"Fanconi anaemia nuclear complex, and Fanconi anemia complementation group I",across_condition
OTUB1,Stim8hr,96,unknown,"Fanconi anaemia nuclear complex, and Fanconi anemia complementation group I",across_condition
UBE2T,Stim8hr,96,unknown,"Fanconi anaemia nuclear complex, and Fanconi anemia complementation group I",across_condition
ZBTB7A,Stim8hr,96,unknown,"Fanconi anaemia nuclear complex, and Fanconi anemia complementation group I",across_condition
TBCA,Stim8hr,96,unknown,"Fanconi anaemia nuclear complex, and Fanconi anemia complementation group I",across_condition
TFG,Stim8hr,96,unknown,"Fanconi anaemia nuclear complex, and Fanconi anemia complementation group I",across_condition
VPS26B,Stim8hr,96,unknown,"Fanconi anaemia nuclear complex, and Fanconi anemia complementation group I",across_condition
PPIL1,Stim8hr,96,unknown,"Fanconi anaemia nuclear complex, and Fanconi anemia complementation group I",across_condition
GLS,Stim8hr,96,unknown,"Fanconi anaemia nuclear complex, and Fanconi anemia complementation group I",across_condition
GNPAT,Stim8hr,96,unknown,"Fanconi anaemia nuclear complex, and Fanconi anemia complementation group I",across_condition
FANCD2,Stim8hr,96,unknown,"Fanconi anaemia nuclear complex, and Fanconi anemia complementation group I",across_condition
TTI2,Stim8hr,96,unknown,"Fanconi anaemia nuclear complex, and Fanconi anemia complementation group I",across_condition
FBRS,Stim8hr,96,unknown,"Fanconi anaemia nuclear complex, and Fanconi anemia complementation group I",across_condition
TP53RK,Stim8hr,96,unknown,"Fanconi anaemia nuclear complex, and Fanconi anemia complementation group I",across_condition
KRR1,Stim8hr,96,unknown,"Fanconi anaemia nuclear complex, and Fanconi anemia complementation group I",across_condition
OTUD1,Stim8hr,96,unknown,"Fanconi anaemia nuclear complex, and Fanconi anemia complementation group I",across_condition
HOXB2,Stim8hr,96,unknown,"Fanconi anaemia nuclear complex, and Fanconi anemia complementation group I",across_condition
FANCB,Stim8hr,96,unknown,"Fanconi anaemia nuclear complex, and Fanconi anemia complementation group I",across_condition
FANCM,Stim8hr,96,unknown,"Fanconi anaemia nuclear complex, and Fanconi anemia complementation group I",across_condition
MCM8,Stim8hr,96,unknown,"Fanconi anaemia nuclear complex, and Fanconi anemia complementation group I",across_condition
SRSF10,Stim8hr,96,unknown,"Fanconi anaemia nuclear complex, and Fanconi anemia complementation group I",across_condition
FNBP4,Stim8hr,96,unknown,"Fanconi anaemia nuclear complex, and Fanconi anemia complementation group I",across_condition
TBL1X,Stim8hr,96,unknown,"Fanconi anaemia nuclear complex, and Fanconi anemia complementation group I",across_condition
RPUSD1,Stim8hr,96,unknown,"Fanconi anaemia nuclear complex, and Fanconi anemia complementation group I",across_condition
FDX1,Stim8hr,96,unknown,"Fanconi anaemia nuclear complex, and Fanconi anemia complementation group I",across_condition
UBR5,Stim8hr,96,unknown,"Fanconi anaemia nuclear complex, and Fanconi anemia complementation group I",across_condition
ACTR3,Stim8hr,96,unknown,"Fanconi anaemia nuclear complex, and Fanconi anemia complementation group I",across_condition
ISCA2,Stim8hr,96,unknown,"Fanconi anaemia nuclear complex, and Fanconi anemia complementation group I",across_condition
IMMP2L,Stim8hr,96,unknown,"Fanconi anaemia nuclear complex, and Fanconi anemia complementation group I",across_condition
FANCL,Stim8hr,96,unknown,"Fanconi anaemia nuclear complex, and Fanconi anemia complementation group I",across_condition
UVRAG,Stim8hr,96,unknown,"Fanconi anaemia nuclear complex, and Fanconi anemia complementation group I",across_condition
BTBD2,Stim8hr,96,unknown,"Fanconi anaemia nuclear complex, and Fanconi anemia complementation group I",across_condition
INPP5F,Stim8hr,96,unknown,"Fanconi anaemia nuclear complex, and Fanconi anemia complementation group I",across_condition
YPEL2,Stim8hr,97,unknown,"mixed, incl. Protein FAM81, and Bacterial Ig-like domain 2",across_condition
QNG1,Stim8hr,97,unknown,"mixed, incl. Protein FAM81, and Bacterial Ig-like domain 2",across_condition
BRD9,Stim8hr,97,unknown,"mixed, incl. Protein FAM81, and Bacterial Ig-like domain 2",across_condition
HSPA14,Stim8hr,97,unknown,"mixed, incl. Protein FAM81, and Bacterial Ig-like domain 2",across_condition
HMGXB3,Stim8hr,97,unknown,"mixed, incl. Protein FAM81, and Bacterial Ig-like domain 2",across_condition
ZNF131,Stim8hr,97,unknown,"mixed, incl. Protein FAM81, and Bacterial Ig-like domain 2",across_condition
NDOR1,Stim8hr,97,unknown,"mixed, incl. Protein FAM81, and Bacterial Ig-like domain 2",across_condition
HAPSTR1,Stim8hr,97,unknown,"mixed, incl. Protein FAM81, and Bacterial Ig-like domain 2",across_condition
AIP,Stim48hr,98,unknown,"mixed, incl. Protein FAM81, and Bacterial Ig-like domain 2",across_condition
STK11,Stim48hr,98,unknown,"mixed, incl. Protein FAM81, and Bacterial Ig-like domain 2",across_condition
ARIH1,Stim48hr,98,unknown,"mixed, incl. Protein FAM81, and Bacterial Ig-like domain 2",across_condition
PRKAR1A,Stim48hr,98,unknown,"mixed, incl. Protein FAM81, and Bacterial Ig-like domain 2",across_condition
PTMA,Stim48hr,98,unknown,"mixed, incl. Protein FAM81, and Bacterial Ig-like domain 2",across_condition
MTHFD2,Stim48hr,98,unknown,"mixed, incl. Protein FAM81, and Bacterial Ig-like domain 2",across_condition
MCM8,Stim48hr,98,unknown,"mixed, incl. Protein FAM81, and Bacterial Ig-like domain 2",across_condition
MED14,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
MAP3K5,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
GPS2,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
BICDL1,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
C1D,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
ATXN7L3,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
COLGALT1,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
COPS9,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
ATRX,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
LSS,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
VEZT,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
CD3E,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
PEX5,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
CCN1,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
GSS,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
RIDA,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
OST4,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
CD2,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
PHF6,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
JUNB,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
CEP135,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
SRSF11,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
N6AMT1,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
EIF1,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
NUP37,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
EWSR1,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
TNRC6A,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
FANCL,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
RNASEH2A,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
CD247,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
CD3G,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
SAXO5,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
CLCC1,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
NKAPD1,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
TBX22,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
TPGS2,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
NR4A3,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
PGAP2,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
L2HGDH,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
TMEM140,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
C11orf54,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
MED23,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
XRCC2,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
ARL6IP1,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
IKBKB,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
SMARCD1,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
NDFIP2,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
PRKAR1B,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
MAF,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
PCYT2,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
ATP1B3,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
CAMSAP1,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
KGD4,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
WNK1,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
RNF8,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
PLCG1,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
PRKDC,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
KMT2E,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
RPS6KA1,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
ZRANB2,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
FBRS,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
ST8SIA1,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
CNOT6L,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
ERCC1,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
SNAP23,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
NCAPG2,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
LSM12,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
TLN1,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
FANCB,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
NFIX,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
ERCC4,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
PKN3,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
DCAF5,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
NUP188,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
GPI,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
ELOB,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
PRKCQ,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
TFAP4,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
PTPRC,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
CEP89,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
PHF23,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
ADAT3,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
SHOC2,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
YIPF3,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
ZNF703,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
TMEM263,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
HELT,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
ICE2,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
IMPDH2,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
METTL23,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
SLC16A1,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
CLDN7,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
KAT6A,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
OTUB1,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
DCAF4,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
FCHO1,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
MTMR10,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
GALNT6,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
FBXW7,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
EXOC8,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
FDX1,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
EML2,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
IRF4,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
TESPA1,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
NUDCD1,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
RAC2,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
ZC3H10,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
CUL4A,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
PYGM,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
CD28,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
GPALPP1,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
LCP2,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
STAT5A,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
CYB5R4,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
NUP42,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
LCK,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
PARP3,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
FMR1,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
LETM2,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
HTT,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
SS18L2,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
MAX,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
SRR,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
PPP3R1,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
SZRD1,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
PIBF1,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
IL12RB2,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
NADK2,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
DNAJC8,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
TBCA,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
MALT1,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
CCDC134,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
MEN1,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
TMX1,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
APEX1,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
KIF14,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
SOCS4,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
SKA2,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
UBIAD1,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
CTPS1,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
FIGNL1,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
FOXO1,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
HS3ST3B1,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
VAV1,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
CREBBP,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
RPE,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
RAB1A,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
HAPSTR1,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
TP73,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
DNAAF5,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
SET,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
DOLPP1,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
ANKRD49,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
ZAP70,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
BCL10,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
RNF19B,Stim48hr,99,TCR signaling,"Alpha-beta T cell receptor complex, and Pneumocystosis",Stim48hr
